external_gene_name
ENSG00000004487	KDM1A
ENSG00000267640	AC016582.3
ENSG00000267641	BNIP3P16
ENSG00000267662	AC025809.1
ENSG00000267672	AC010632.2
ENSG00000267682	AC016590.2
ENSG00000267683	AC008991.1
ENSG00000267692	TAF9P3
ENSG00000267696	ERVK-28
ENSG00000267698	AC002116.2
ENSG00000267725	AC008521.2
ENSG00000267727	AC008738.5
ENSG00000267748	AC011479.2
ENSG00000267767	LINC01801
ENSG00000267786	AF038458.3
ENSG00000267796	LIN37
ENSG00000267799	MAN1A2P1
ENSG00000267886	AC074135.1
ENSG00000267920	SNX6P1
ENSG00000267924	AC139769.2
ENSG00000267992	AC010605.1
ENSG00000268038	LINC01785
ENSG00000268051	AC008395.1
ENSG00000268070	AC006539.2
ENSG00000268079	BNIP3P30
ENSG00000268081	AC123912.1
ENSG00000268083	AC008982.1
ENSG00000268100	ZNF725P
ENSG00000268105	AC124856.1
ENSG00000268117	VN1R84P
ENSG00000268119	AC010615.2
ENSG00000268140	PCGF7P
ENSG00000268153	AC005176.1
ENSG00000268184	AC092364.1
ENSG00000268240	AC123912.2
ENSG00000268262	AC011445.1
ENSG00000268322	BNIP3P25
ENSG00000268357	VN1R81P
ENSG00000268362	AC092279.1
ENSG00000268438	BNIP3P27
ENSG00000268455	AC073544.1
ENSG00000268469	BNIP3P38
ENSG00000268499	AC011479.3
ENSG00000268510	IFNL3P1
ENSG00000268521	VN1R83P
ENSG00000268555	AC123912.4
ENSG00000268560	AC010636.1
ENSG00000268658	LINC00664
ENSG00000268685	AC011494.1
ENSG00000268696	ZNF723
ENSG00000268717	BNIP3P33
ENSG00000268751	SCGB1B2P
ENSG00000268756	AC104534.1
ENSG00000268764	AC011465.1
ENSG00000268892	AC010620.1
ENSG00000268908	VN1R92P
ENSG00000268947	AC002128.1
ENSG00000268981	AC024563.1
ENSG00000268995	VN1R82P
ENSG00000269012	KRT18P40
ENSG00000269040	BNIP3P24
ENSG00000269043	AC008554.1
ENSG00000269050	AC011455.1
ENSG00000269067	ZNF728
ENSG00000269069	AC007842.1
ENSG00000269086	AC008555.2
ENSG00000269110	AC010636.2
ENSG00000269138	ZNF209P
ENSG00000269154	BNIP3P13
ENSG00000269172	AC011443.1
ENSG00000269190	FBXO17
ENSG00000269237	AC010615.4
ENSG00000269246	AC011445.2
ENSG00000269274	AC078899.4
ENSG00000269289	AC011503.1
ENSG00000269296	AC005614.1
ENSG00000269303	AC020907.3
ENSG00000269345	VN1R85P
ENSG00000269364	LINC01233
ENSG00000269373	AC008739.2
ENSG00000269397	AC011503.2
ENSG00000269416	LINC01224
ENSG00000269421	AC011503.3
ENSG00000269431	BNIP3P8
ENSG00000269445	AC067969.2
ENSG00000269471	AC092329.2
ENSG00000269486	ERVK9-11
ENSG00000269504	AC003973.1
ENSG00000269547	AC011455.2
ENSG00000269553	U62631.1
ENSG00000269584	TDGF1P7
ENSG00000269653	AC011479.4
ENSG00000269688	AC008982.2
ENSG00000269742	BNIP3P29
ENSG00000269749	AC005614.2
ENSG00000269837	IPO5P1
ENSG00000269839	AC010620.2
ENSG00000270191	BNIP3P31
ENSG00000270475	AC024563.2
ENSG00000270479	BNIP3P37
ENSG00000270760	AD001527.1
ENSG00000270876	ZNF30-AS1
ENSG00000270947	AC025811.1
ENSG00000271032	AC020907.4
ENSG00000271095	BNIP3P28
ENSG00000271109	AC008555.4
ENSG00000271283	AC011458.2
ENSG00000271366	AC002128.2
ENSG00000271655	BNIP3P35
ENSG00000272333	KMT2B
ENSG00000273420	AC008738.7
ENSG00000274104	AC020910.5
ENSG00000274503	AC123912.6
ENSG00000274800	AC007204.2
ENSG00000275132	RN7SL663P
ENSG00000275395	FCGBP
ENSG00000275540	AC011477.6
ENSG00000276030	AC073534.2
ENSG00000276445	AC005393.1
ENSG00000276846	AC016590.3
ENSG00000277013	AC008556.1
ENSG00000277759	MIR6719
ENSG00000279039	AC011447.6
ENSG00000279329	AC020910.6
ENSG00000279377	AC003973.2
ENSG00000279387	AC011474.4
ENSG00000279425	AC092279.2
ENSG00000279504	AD001527.2
ENSG00000279619	AC020907.5
ENSG00000279882	AC112702.1
ENSG00000279936	AC008806.1
ENSG00000280023	AD000813.1
ENSG00000280079	AC011447.7
ENSG00000280106	AC008555.7
ENSG00000281468	AC006504.7
ENSG00000282732	AC073539.7
ENSG00000283201	AC092329.3
ENSG00000283403	AC005394.2
ENSG00000283758	PMIS2
ENSG00000283907	AD000090.1
ENSG00000284034	MIR5196
ENSG00000284065	MIR6887
ENSG00000284430	AC020912.1
ENSG00000285526	AC020907.6
ENSG00000007047	MARK4
ENSG00000007129	CEACAM21
ENSG00000007255	TRAPPC6A
ENSG00000010310	GIPR
ENSG00000010361	FUZ
ENSG00000011422	PLAUR
ENSG00000011478	QPCTL
ENSG00000011485	PPP5C
ENSG00000012061	ERCC1
ENSG00000024422	EHD2
ENSG00000028277	POU2F2
ENSG00000039650	PNKP
ENSG00000042753	AP2S1
ENSG00000062370	ZNF112
ENSG00000062822	POLD1
ENSG00000063127	SLC6A16
ENSG00000063169	BICRA
ENSG00000063176	SPHK2
ENSG00000063177	RPL18
ENSG00000063180	CA11
ENSG00000069399	BCL3
ENSG00000073008	PVR
ENSG00000073050	XRCC1
ENSG00000074219	TEAD2
ENSG00000076928	ARHGEF1
ENSG00000077312	SNRPA
ENSG00000077348	EXOSC5
ENSG00000079385	CEACAM1
ENSG00000079432	CIC
ENSG00000079435	LIPE
ENSG00000079462	PAFAH1B3
ENSG00000086544	ITPKC
ENSG00000086967	MYBPC2
ENSG00000087074	PPP1R15A
ENSG00000087076	HSD17B14
ENSG00000087086	FTL
ENSG00000087088	BAX
ENSG00000088002	SULT2B1
ENSG00000090006	LTBP4
ENSG00000090013	BLVRB
ENSG00000090372	STRN4
ENSG00000090554	FLT3LG
ENSG00000104783	KCNN4
ENSG00000104804	TULP2
ENSG00000104805	NUCB1
ENSG00000104808	DHDH
ENSG00000104812	GYS1
ENSG00000104818	CGB2
ENSG00000104826	LHB
ENSG00000104827	CGB3
ENSG00000104852	SNRNP70
ENSG00000104853	CLPTM1
ENSG00000104856	RELB
ENSG00000104859	CLASRP
ENSG00000104863	LIN7B
ENSG00000104866	PPP1R37
ENSG00000104870	FCGRT
ENSG00000104872	PIH1D1
ENSG00000104879	CKM
ENSG00000104881	PPP1R13L
ENSG00000104884	ERCC2
ENSG00000104888	SLC17A7
ENSG00000104892	KLC3
ENSG00000104894	CD37
ENSG00000104901	DKKL1
ENSG00000104936	DMPK
ENSG00000104941	RSPH6A
ENSG00000104946	TBC1D17
ENSG00000104951	IL4I1
ENSG00000104960	PTOV1
ENSG00000104967	NOVA2
ENSG00000104973	MED25
ENSG00000104983	CCDC61
ENSG00000105053	VRK3
ENSG00000105219	CNTD2
ENSG00000105221	AKT2
ENSG00000105223	PLD3
ENSG00000105227	PRX
ENSG00000105245	NUMBL
ENSG00000105281	SLC1A5
ENSG00000105287	PRKD2
ENSG00000105321	CCDC9
ENSG00000105323	HNRNPUL1
ENSG00000105327	BBC3
ENSG00000105329	TGFB1
ENSG00000105341	DMAC2
ENSG00000105357	MYH14
ENSG00000105369	CD79A
ENSG00000105372	RPS19
ENSG00000105373	NOP53
ENSG00000105388	CEACAM5
ENSG00000105392	CRX
ENSG00000105398	SULT2A1
ENSG00000105402	NAPA
ENSG00000105404	RABAC1
ENSG00000105419	MEIS3
ENSG00000105427	CNFN
ENSG00000105429	MEGF8
ENSG00000105438	KDELR1
ENSG00000105443	CYTH2
ENSG00000105447	GRWD1
ENSG00000105464	GRIN2D
ENSG00000105472	CLEC11A
ENSG00000105479	CCDC114
ENSG00000105483	CARD8
ENSG00000105486	LIG1
ENSG00000105499	PLA2G4C
ENSG00000105516	DBP
ENSG00000105523	FAM83E
ENSG00000105538	RASIP1
ENSG00000105550	FGF21
ENSG00000105552	BCAT2
ENSG00000105559	PLEKHA4
ENSG00000105723	GSK3A
ENSG00000105732	ZNF574
ENSG00000105737	GRIK5
ENSG00000105755	ETHE1
ENSG00000105767	CADM4
ENSG00000105771	SMG9
ENSG00000117877	CD3EAP
ENSG00000118156	ZNF541
ENSG00000118160	SLC8A2
ENSG00000118162	KPTN
ENSG00000123810	B9D2
ENSG00000123815	COQ8B
ENSG00000124440	HIF3A
ENSG00000124444	ZNF576
ENSG00000124459	ZNF45
ENSG00000124466	LYPD3
ENSG00000124467	PSG8
ENSG00000125740	FOSB
ENSG00000125741	OPA3
ENSG00000125743	SNRPD2
ENSG00000125744	RTN2
ENSG00000125746	EML2
ENSG00000125753	VASP
ENSG00000125755	SYMPK
ENSG00000126453	BCL2L12
ENSG00000126456	IRF3
ENSG00000126457	PRMT1
ENSG00000126458	RRAS
ENSG00000126460	PRRG2
ENSG00000126461	SCAF1
ENSG00000126464	PRR12
ENSG00000126467	TSKS
ENSG00000130202	NECTIN2
ENSG00000130203	APOE
ENSG00000130204	TOMM40
ENSG00000130208	APOC1
ENSG00000130528	HRC
ENSG00000130529	TRPM4
ENSG00000130748	TMEM160
ENSG00000130749	ZC3H4
ENSG00000130751	NPAS1
ENSG00000131115	ZNF227
ENSG00000131116	ZNF428
ENSG00000131126	TEX101
ENSG00000131398	KCNC3
ENSG00000131400	NAPSA
ENSG00000131401	NAPSB
ENSG00000131408	NR1H2
ENSG00000131409	LRRC4B
ENSG00000134815	DHX34
ENSG00000134830	C5AR2
ENSG00000142025	DMRTC2
ENSG00000142039	CCDC97
ENSG00000142046	TMEM91
ENSG00000142227	EMP3
ENSG00000142230	SAE1
ENSG00000142233	NTN5
ENSG00000142235	LMTK3
ENSG00000142273	CBLC
ENSG00000142511	GPR32
ENSG00000142513	ACP4
ENSG00000142515	KLK3
ENSG00000142528	ZNF473
ENSG00000142530	FAM71E1
ENSG00000142534	RPS11
ENSG00000142538	PTH2
ENSG00000142539	AC020909.1
ENSG00000142541	RPL13A
ENSG00000142546	NOSIP
ENSG00000142552	RCN3
ENSG00000159871	LYPD5
ENSG00000159882	ZNF230
ENSG00000159905	ZNF221
ENSG00000159915	ZNF233
ENSG00000159917	ZNF235
ENSG00000160007	ARHGAP35
ENSG00000160013	PTGIR
ENSG00000160014	CALM3
ENSG00000160392	C19orf47
ENSG00000160396	HIPK4
ENSG00000160410	SHKBP1
ENSG00000160460	SPTBN4
ENSG00000160570	DEDD2
ENSG00000161558	TMEM143
ENSG00000161609	CCDC155
ENSG00000161618	ALDH16A1
ENSG00000161652	IZUMO2
ENSG00000161671	EMC10
ENSG00000161677	JOSD2
ENSG00000161681	SHANK1
ENSG00000167380	ZNF226
ENSG00000167384	ZNF180
ENSG00000167414	GNG8
ENSG00000167565	SERTAD3
ENSG00000167600	CYP2S1
ENSG00000167601	AXL
ENSG00000167619	TMEM145
ENSG00000167625	ZNF526
ENSG00000167637	ZNF283
ENSG00000167747	C19orf48
ENSG00000167748	KLK1
ENSG00000167749	KLK4
ENSG00000169136	ATF5
ENSG00000169169	CPT1C
ENSG00000169393	ELSPBP1
ENSG00000169515	CCDC8
ENSG00000170604	IRF2BP1
ENSG00000170608	FOXA3
ENSG00000170684	ZNF296
ENSG00000170848	PSG6
ENSG00000170956	CEACAM3
ENSG00000171570	RAB4B-EGLN2
ENSG00000174521	TTC9B
ENSG00000174562	KLK15
ENSG00000174951	FUT1
ENSG00000176182	MYPOP
ENSG00000176222	ZNF404
ENSG00000176472	ZNF575
ENSG00000176531	PHLDB3
ENSG00000176761	ZNF285B
ENSG00000176909	MAMSTR
ENSG00000176920	FUT2
ENSG00000177045	SIX5
ENSG00000177051	FBXO46
ENSG00000177191	B3GNT8
ENSG00000177380	PPFIA3
ENSG00000177464	GPR4
ENSG00000178150	ZNF114
ENSG00000178386	ZNF223
ENSG00000178928	TPRX1
ENSG00000178980	SELENOW
ENSG00000179846	NKPD1
ENSG00000180279	LINC01869
ENSG00000181027	FKRP
ENSG00000182013	PNMA8A
ENSG00000182264	IZUMO1
ENSG00000182324	KCNJ14
ENSG00000183207	RUVBL2
ENSG00000183668	PSG9
ENSG00000185453	ZSWIM9
ENSG00000185800	DMWD
ENSG00000186019	AC021092.1
ENSG00000186026	ZNF284
ENSG00000186567	CEACAM19
ENSG00000187244	BCAM
ENSG00000188293	IGFL1
ENSG00000188368	PRR19
ENSG00000188493	C19orf54
ENSG00000188624	IGFL3
ENSG00000189052	CGB5
ENSG00000189114	BLOC1S3
ENSG00000189377	CXCL17
ENSG00000196337	CGB7
ENSG00000196961	AP2A1
ENSG00000197019	SERTAD1
ENSG00000197380	DACT3
ENSG00000197405	C5AR1
ENSG00000197408	CYP2B6
ENSG00000197446	CYP2F1
ENSG00000197588	KLKP1
ENSG00000197838	CYP2A13
ENSG00000199631	SNORD33
ENSG00000199796	RNU6-924P
ENSG00000200259	SNORD35A
ENSG00000200530	SNORD35B
ENSG00000201675	SNORD32A
ENSG00000202503	SNORD34
ENSG00000204666	AC010624.1
ENSG00000204850	AC011484.1
ENSG00000204851	PNMA8B
ENSG00000204866	IGFL2
ENSG00000204869	IGFL4
ENSG00000204920	ZNF155
ENSG00000204936	CD177
ENSG00000204941	PSG5
ENSG00000205041	AC118344.1
ENSG00000206599	RNU6-841P
ENSG00000206674	RNU6-945P
ENSG00000206925	AC118344.2
ENSG00000207003	RNU6-611P
ENSG00000207281	AC118344.3
ENSG00000211513	MIR320E
ENSG00000211580	MIR769
ENSG00000213023	SYT3
ENSG00000213024	NUP62
ENSG00000213030	CGB8
ENSG00000213889	PPM1N
ENSG00000213892	CEACAM16
ENSG00000213904	LIPE-AS1
ENSG00000213908	CYP2A7P1
ENSG00000214855	APOC1P1
ENSG00000216588	IGSF23
ENSG00000220988	SNORD88C
ENSG00000221241	SNORD88A
ENSG00000221381	SNORD88B
ENSG00000221803	SNORD23
ENSG00000221826	PSG3
ENSG00000221878	PSG7
ENSG00000221916	C19orf73
ENSG00000222614	AC008635.1
ENSG00000223284	RNU6-195P
ENSG00000224420	ADM5
ENSG00000224476	RPL36P16
ENSG00000225950	NTF4
ENSG00000226763	SRRM5
ENSG00000227606	AC005392.1
ENSG00000230510	PPP5D1
ENSG00000230666	CEACAM22P
ENSG00000231412	AC005392.2
ENSG00000231924	PSG1
ENSG00000232871	SEC1P
ENSG00000233622	CYP2T1P
ENSG00000234465	PINLYP
ENSG00000235034	C19orf81
ENSG00000235191	NUCB1-AS1
ENSG00000235555	SUMO1P4
ENSG00000237118	CYP2F2P
ENSG00000237452	BHMG1
ENSG00000239948	RN7SL368P
ENSG00000241104	CEACAMP10
ENSG00000242221	PSG2
ENSG00000242675	RPS16P9
ENSG00000243130	PSG11
ENSG00000243137	PSG4
ENSG00000243167	RPS10P28
ENSG00000243560	RN7SL364P
ENSG00000243829	AC011495.1
ENSG00000245598	DACT3-AS1
ENSG00000248098	BCKDHA
ENSG00000249210	GAPDHP38
ENSG00000253048	RNU4-60P
ENSG00000255730	AC011462.1
ENSG00000256294	ZNF225
ENSG00000256612	CYP2B7P
ENSG00000257704	INAFM1
ENSG00000259009	TPRX2P
ENSG00000259605	AC074212.1
ENSG00000260366	AC026803.1
ENSG00000261341	AC010325.1
ENSG00000261857	MIA
ENSG00000261949	GFY
ENSG00000263002	ZNF234
ENSG00000264423	RN7SL718P
ENSG00000265134	MIR3190
ENSG00000265954	MIR4749
ENSG00000266903	AC243964.3
ENSG00000266921	AC006213.1
ENSG00000267022	AC067968.1
ENSG00000267058	AC006213.2
ENSG00000267099	NTF6G
ENSG00000267107	PCAT19
ENSG00000267114	AC011481.1
ENSG00000267144	AC067968.2
ENSG00000267173	AC245748.1
ENSG00000267188	AC245748.2
ENSG00000267191	AC006213.3
ENSG00000267282	AC011481.2
ENSG00000267335	AC008687.1
ENSG00000267348	GEMIN7-AS1
ENSG00000267395	DM1-AS
ENSG00000267467	APOC4
ENSG00000267508	ZNF285
ENSG00000267631	CGB1
ENSG00000267680	ZNF224
ENSG00000267685	NTF6B
ENSG00000267757	EML2-AS1
ENSG00000267815	AC008655.1
ENSG00000267881	AC243967.1
ENSG00000267890	AC010624.2
ENSG00000267898	AC026803.2
ENSG00000267922	AC007785.1
ENSG00000268001	CARD8-AS1
ENSG00000268006	PTOV1-AS1
ENSG00000268027	AC243960.1
ENSG00000268034	AC243960.2
ENSG00000268041	ERFL
ENSG00000268047	AC018766.1
ENSG00000268061	NAPA-AS1
ENSG00000268093	AC022154.1
ENSG00000268101	CYP2G2P
ENSG00000268157	AC010524.1
ENSG00000268186	ZNF114-AS1
ENSG00000268231	AC008743.1
ENSG00000268238	IGFL1P2
ENSG00000268361	L34079.1
ENSG00000268375	AC010325.2
ENSG00000268401	AC007785.3
ENSG00000268423	AC093503.1
ENSG00000268434	AC011530.1
ENSG00000268460	AC006262.1
ENSG00000268465	AC008403.1
ENSG00000268475	AC011462.2
ENSG00000268518	AC020909.2
ENSG00000268530	AC008403.2
ENSG00000268583	AC011466.1
ENSG00000268601	AC115522.1
ENSG00000268621	IGFL2-AS1
ENSG00000268636	AC011495.2
ENSG00000268643	AC006486.1
ENSG00000268655	AC008687.4
ENSG00000268677	AC011495.3
ENSG00000268686	AC010643.1
ENSG00000268746	AC010519.1
ENSG00000268797	AC008537.1
ENSG00000268810	AC007193.1
ENSG00000268833	AC243967.2
ENSG00000268854	AC020909.3
ENSG00000268879	IGFL1P1
ENSG00000269009	SLC6A21P
ENSG00000269014	AC008622.1
ENSG00000269091	AC010624.3
ENSG00000269119	HNRNPA1P52
ENSG00000269124	AC007193.2
ENSG00000269148	AC092301.1
ENSG00000269151	AC007193.3
ENSG00000269177	L34079.2
ENSG00000269179	AC011452.2
ENSG00000269194	AC006942.1
ENSG00000269292	AC093503.2
ENSG00000269321	AC011466.2
ENSG00000269352	PTOV1-AS2
ENSG00000269374	AC011497.2
ENSG00000269392	AC008655.2
ENSG00000269404	SPIB
ENSG00000269469	AC010619.2
ENSG00000269487	AC008635.2
ENSG00000269495	AC011483.2
ENSG00000269534	AC011466.3
ENSG00000269540	AC010624.4
ENSG00000269637	RPL12P41
ENSG00000269656	NOP53-AS1
ENSG00000269729	AC006262.2
ENSG00000269745	AC006262.3
ENSG00000269800	PLEKHA3P1
ENSG00000269806	BICRA-AS1
ENSG00000269858	EGLN2
ENSG00000270164	LINC01480
ENSG00000271299	AC008962.1
ENSG00000272396	AC005392.3
ENSG00000273111	LYPD4
ENSG00000273189	AC010619.3
ENSG00000273898	MIR6798
ENSG00000274306	MIR5088
ENSG00000275652	MIR6796
ENSG00000275719	AC008622.2
ENSG00000275726	MIR6088
ENSG00000276002	AC020906.1
ENSG00000276270	MIR6799
ENSG00000276588	RN7SL322P
ENSG00000276926	MIR6797
ENSG00000277383	AC010331.1
ENSG00000277453	AC010271.2
ENSG00000277510	AC010271.3
ENSG00000277531	PNMA8C
ENSG00000277748	AC006262.4
ENSG00000277806	AC006213.4
ENSG00000279095	AC243964.4
ENSG00000279103	AC138470.1
ENSG00000279161	AC093503.3
ENSG00000279407	AC007191.1
ENSG00000279539	AC006486.2
ENSG00000279759	AC118344.4
ENSG00000279861	AC073548.1
ENSG00000279948	AC008895.1
ENSG00000280087	AC011481.3
ENSG00000280353	AC011466.4
ENSG00000282943	AC004784.1
ENSG00000282951	AC008537.4
ENSG00000283212	MIR642B
ENSG00000283251	AC008687.7
ENSG00000283525	AC005622.1
ENSG00000283632	EXOC3L2
ENSG00000283663	AC008687.8
ENSG00000283842	MIR4751
ENSG00000284114	MIR6800
ENSG00000284258	MIR8085
ENSG00000284394	MIR4750
ENSG00000284411	MIR3191
ENSG00000284544	MIR330
ENSG00000285505	AC010616.1
ENSG00000018869	ZNF582
ENSG00000022556	NLRP2
ENSG00000063241	ISOC2
ENSG00000063244	U2AF2
ENSG00000063245	EPN1
ENSG00000080031	PTPRH
ENSG00000083807	SLC27A5
ENSG00000083812	ZNF324
ENSG00000083814	ZNF671
ENSG00000083817	ZNF416
ENSG00000083828	ZNF586
ENSG00000083838	ZNF446
ENSG00000083844	ZNF264
ENSG00000083845	RPS5
ENSG00000088038	CNOT3
ENSG00000088053	GP6
ENSG00000088812	ATRN
ENSG00000088827	SIGLEC1
ENSG00000088833	NSFL1C
ENSG00000088836	SLC4A11
ENSG00000088854	C20orf194
ENSG00000088876	ZNF343
ENSG00000088881	EBF4
ENSG00000088882	CPXM1
ENSG00000088888	MAVS
ENSG00000088899	LZTS3
ENSG00000090971	NAT14
ENSG00000095752	IL11
ENSG00000099326	MZF1
ENSG00000101200	AVP
ENSG00000101220	C20orf27
ENSG00000101222	SPEF1
ENSG00000101224	CDC25B
ENSG00000101255	TRIB3
ENSG00000101266	CSNK2A1
ENSG00000101276	SLC52A3
ENSG00000101278	RPS10P5
ENSG00000101280	ANGPT4
ENSG00000101282	RSPO4
ENSG00000101298	SNPH
ENSG00000101327	PDYN
ENSG00000101361	NOP56
ENSG00000101365	IDH3B
ENSG00000101405	OXT
ENSG00000105048	TNNT1
ENSG00000105063	PPP6R1
ENSG00000105146	AURKC
ENSG00000105370	LIM2
ENSG00000105379	ETFB
ENSG00000105492	SIGLEC6
ENSG00000105497	ZNF175
ENSG00000105501	SIGLEC5
ENSG00000105509	HAS1
ENSG00000105568	PPP2R1A
ENSG00000105605	CACNG7
ENSG00000105617	LENG1
ENSG00000105618	PRPF31
ENSG00000105619	TFPT
ENSG00000108106	UBE2S
ENSG00000108107	RPL28
ENSG00000119574	ZBTB45
ENSG00000121406	ZNF549
ENSG00000121410	A1BG
ENSG00000121413	ZSCAN18
ENSG00000121417	ZNF211
ENSG00000123870	ZNF137P
ENSG00000125503	PPP1R12C
ENSG00000125505	MBOAT7
ENSG00000125775	SDCBP2
ENSG00000125780	TGM3
ENSG00000125787	GNRH2
ENSG00000125788	DEFB126
ENSG00000125817	CENPB
ENSG00000125818	PSMF1
ENSG00000125826	RBCK1
ENSG00000125834	STK35
ENSG00000125835	SNRPB
ENSG00000125841	NRSN2
ENSG00000125843	AP5S1
ENSG00000125875	TBC1D20
ENSG00000125877	ITPA
ENSG00000125878	TCF15
ENSG00000125895	TMEM74B
ENSG00000125898	FAM110A
ENSG00000125901	MRPS26
ENSG00000126583	PRKCG
ENSG00000127903	ZNF835
ENSG00000129437	KLK14
ENSG00000129450	SIGLEC9
ENSG00000129451	KLK10
ENSG00000129455	KLK8
ENSG00000129990	SYT5
ENSG00000129991	TNNI3
ENSG00000130433	CACNG6
ENSG00000130724	CHMP2A
ENSG00000130725	UBE2M
ENSG00000130726	TRIM28
ENSG00000130844	ZNF331
ENSG00000131037	EPS8L1
ENSG00000131845	ZNF304
ENSG00000131848	ZSCAN5A
ENSG00000131849	ZNF132
ENSG00000131864	USP29
ENSG00000132622	HSPA12B
ENSG00000132635	PCED1A
ENSG00000132670	PTPRA
ENSG00000133247	KMT5C
ENSG00000133265	HSPBP1
ENSG00000142396	ERVK3-1
ENSG00000142405	NLRP12
ENSG00000142408	CACNG8
ENSG00000142409	ZNF787
ENSG00000142512	SIGLEC10
ENSG00000142544	CTU1
ENSG00000142549	IGLON5
ENSG00000142556	ZNF614
ENSG00000149451	ADAM33
ENSG00000149488	TMC2
ENSG00000152433	ZNF547
ENSG00000152439	ZNF773
ENSG00000152443	ZNF776
ENSG00000152454	ZNF256
ENSG00000152467	ZSCAN1
ENSG00000152475	ZNF837
ENSG00000160336	ZNF761
ENSG00000160439	RDH13
ENSG00000160469	BRSK1
ENSG00000160471	COX6B2
ENSG00000160472	TMEM190
ENSG00000160505	NLRP4
ENSG00000161551	ZNF577
ENSG00000163098	BIRC8
ENSG00000166704	ZNF606
ENSG00000166770	ZNF667-AS1
ENSG00000166948	TGM6
ENSG00000167554	ZNF610
ENSG00000167555	ZNF528
ENSG00000167562	ZNF701
ENSG00000167608	TMC4
ENSG00000167613	LAIR1
ENSG00000167614	TTYH1
ENSG00000167615	LENG8
ENSG00000167617	CDC42EP5
ENSG00000167618	LAIR2
ENSG00000167634	NLRP7
ENSG00000167646	DNAAF3
ENSG00000167685	ZNF444
ENSG00000167754	KLK5
ENSG00000167755	KLK6
ENSG00000167757	KLK11
ENSG00000167759	KLK13
ENSG00000167766	ZNF83
ENSG00000169035	KLK7
ENSG00000170889	RPS9
ENSG00000170892	TSEN34
ENSG00000170906	NDUFA3
ENSG00000170909	OSCAR
ENSG00000170949	ZNF160
ENSG00000170954	ZNF415
ENSG00000171051	FPR1
ENSG00000171101	SIGLEC17P
ENSG00000171425	ZNF581
ENSG00000171443	ZNF524
ENSG00000171487	NLRP5
ENSG00000171574	ZNF584
ENSG00000171606	ZNF274
ENSG00000171649	ZIK1
ENSG00000173572	NLRP13
ENSG00000173581	CCDC106
ENSG00000174586	ZNF497
ENSG00000176024	ZNF613
ENSG00000176293	ZNF135
ENSG00000176593	AC008969.1
ENSG00000177025	C19orf18
ENSG00000177732	SOX12
ENSG00000178229	ZNF543
ENSG00000178935	ZNF552
ENSG00000179213	SIGLECL1
ENSG00000179709	NLRP8
ENSG00000179820	MYADM
ENSG00000179873	NLRP11
ENSG00000179909	ZNF154
ENSG00000179922	ZNF784
ENSG00000179943	FIZ1
ENSG00000179954	SSC5D
ENSG00000180061	TMEM150B
ENSG00000180089	TMEM86B
ENSG00000180532	ZSCAN4
ENSG00000181894	ZNF329
ENSG00000182310	SPACA6
ENSG00000182318	ZSCAN22
ENSG00000182986	ZNF320
ENSG00000183647	ZNF530
ENSG00000185019	UBOX5
ENSG00000185792	NLRP9
ENSG00000185982	DEFB128
ENSG00000186230	ZNF749
ENSG00000186272	ZNF17
ENSG00000186474	KLK12
ENSG00000186806	VSIG10L
ENSG00000186818	LILRB4
ENSG00000187474	FPR3
ENSG00000187550	SBK2
ENSG00000187902	SHISA7
ENSG00000189013	KIR2DL4
ENSG00000189068	VSTM1
ENSG00000189190	ZNF600
ENSG00000189348	FAM90A27P
ENSG00000189430	NCR1
ENSG00000196209	SIRPB2
ENSG00000196214	ZNF766
ENSG00000196263	ZNF471
ENSG00000196267	ZNF836
ENSG00000196417	ZNF765
ENSG00000196476	C20orf96
ENSG00000196724	ZNF418
ENSG00000196867	ZFP28
ENSG00000197016	ZNF470
ENSG00000197213	ZSCAN5B
ENSG00000197483	ZNF628
ENSG00000197487	GALP
ENSG00000197497	ZNF665
ENSG00000197619	ZNF615
ENSG00000197714	ZNF460
ENSG00000197928	ZNF677
ENSG00000197937	ZNF347
ENSG00000197951	ZNF71
ENSG00000198046	ZNF667
ENSG00000198053	SIRPA
ENSG00000198093	ZNF649
ENSG00000198171	DDRGK1
ENSG00000198300	PEG3
ENSG00000198326	TMEM239
ENSG00000198346	ZNF813
ENSG00000198440	ZNF583
ENSG00000198464	ZNF480
ENSG00000198466	ZNF587
ENSG00000198482	ZNF808
ENSG00000198538	ZNF28
ENSG00000198633	ZNF534
ENSG00000199095	MIR372
ENSG00000199308	RNU6-222P
ENSG00000203326	ZNF525
ENSG00000204514	ZNF814
ENSG00000204524	ZNF805
ENSG00000204577	LILRB3
ENSG00000204595	DPRX
ENSG00000204604	ZNF468
ENSG00000204611	ZNF616
ENSG00000206797	AL121747.1
ENSG00000207265	AC010320.1
ENSG00000207305	AL049650.1
ENSG00000207634	MIR521-1
ENSG00000207735	MIR520D
ENSG00000212498	SNORD86
ENSG00000213013	RPS15AP36
ENSG00000213020	ZNF611
ENSG00000213753	CENPBD1P1
ENSG00000213762	ZNF134
ENSG00000213777	AC011487.1
ENSG00000213793	ZNF888
ENSG00000213799	ZNF845
ENSG00000213801	ZNF321P
ENSG00000215251	FASTKD5
ENSG00000215305	VPS16
ENSG00000218891	ZNF579
ENSG00000221116	SNORD110
ENSG00000221874	ZNF816-ZNF321P
ENSG00000221923	ZNF880
ENSG00000223060	AC024580.1
ENSG00000223638	RFPL4A
ENSG00000223750	SIRPB3P
